dags,kyn,rekstrarform,starfandi,bakgrunnur,tegund
2019-01-01,Karlar,B: einkarekin sameignarfélög,1338,Alls,Annad
2019-01-01,Karlar,B: einkarekin sameignarfélög,1191,Íslenskur bakgrunnur,Annad
2019-01-01,Karlar,B: einkarekin sameignarfélög,147,Innflytjendur,Annad
2019-01-01,Konur,B: einkarekin sameignarfélög,611,Alls,Annad
2019-01-01,Konur,B: einkarekin sameignarfélög,545,Íslenskur bakgrunnur,Annad
2019-01-01,Konur,B: einkarekin sameignarfélög,66,Innflytjendur,Annad
2019-02-01,Alls,B: einkarekin sameignarfélög,1908,Alls,Annad
2019-02-01,Alls,B: einkarekin sameignarfélög,1698,Íslenskur bakgrunnur,Annad
2019-02-01,Alls,B: einkarekin sameignarfélög,210,Innflytjendur,Annad
2019-02-01,Karlar,B: einkarekin sameignarfélög,1307,Alls,Annad
2019-02-01,Karlar,B: einkarekin sameignarfélög,1160,Íslenskur bakgrunnur,Annad
2019-02-01,Karlar,B: einkarekin sameignarfélög,147,Innflytjendur,Annad
2019-02-01,Konur,B: einkarekin sameignarfélög,601,Alls,Annad
2019-02-01,Konur,B: einkarekin sameignarfélög,538,Íslenskur bakgrunnur,Annad
2019-02-01,Konur,B: einkarekin sameignarfélög,63,Innflytjendur,Annad
2019-03-01,Alls,B: einkarekin sameignarfélög,1883,Alls,Annad
2019-03-01,Alls,B: einkarekin sameignarfélög,1670,Íslenskur bakgrunnur,Annad
2019-03-01,Alls,B: einkarekin sameignarfélög,213,Innflytjendur,Annad
2019-03-01,Karlar,B: einkarekin sameignarfélög,1299,Alls,Annad
2019-03-01,Karlar,B: einkarekin sameignarfélög,1150,Íslenskur bakgrunnur,Annad
2019-03-01,Karlar,B: einkarekin sameignarfélög,149,Innflytjendur,Annad
2019-03-01,Konur,B: einkarekin sameignarfélög,584,Alls,Annad
2019-03-01,Konur,B: einkarekin sameignarfélög,520,Íslenskur bakgrunnur,Annad
2019-03-01,Konur,B: einkarekin sameignarfélög,64,Innflytjendur,Annad
2019-04-01,Alls,B: einkarekin sameignarfélög,1920,Alls,Annad
2019-04-01,Alls,B: einkarekin sameignarfélög,1697,Íslenskur bakgrunnur,Annad
2019-04-01,Alls,B: einkarekin sameignarfélög,223,Innflytjendur,Annad
2019-04-01,Karlar,B: einkarekin sameignarfélög,1332,Alls,Annad
2019-04-01,Karlar,B: einkarekin sameignarfélög,1175,Íslenskur bakgrunnur,Annad
2019-04-01,Karlar,B: einkarekin sameignarfélög,157,Innflytjendur,Annad
2019-04-01,Konur,B: einkarekin sameignarfélög,588,Alls,Annad
2019-04-01,Konur,B: einkarekin sameignarfélög,522,Íslenskur bakgrunnur,Annad
2019-04-01,Konur,B: einkarekin sameignarfélög,66,Innflytjendur,Annad
2019-05-01,Alls,B: einkarekin sameignarfélög,1986,Alls,Annad
2019-05-01,Alls,B: einkarekin sameignarfélög,1758,Íslenskur bakgrunnur,Annad
2019-05-01,Alls,B: einkarekin sameignarfélög,228,Innflytjendur,Annad
2019-05-01,Karlar,B: einkarekin sameignarfélög,1356,Alls,Annad
2019-05-01,Karlar,B: einkarekin sameignarfélög,1199,Íslenskur bakgrunnur,Annad
2019-05-01,Karlar,B: einkarekin sameignarfélög,157,Innflytjendur,Annad
2019-05-01,Konur,B: einkarekin sameignarfélög,630,Alls,Annad
2019-05-01,Konur,B: einkarekin sameignarfélög,559,Íslenskur bakgrunnur,Annad
2019-05-01,Konur,B: einkarekin sameignarfélög,71,Innflytjendur,Annad
2019-06-01,Alls,B: einkarekin sameignarfélög,2241,Alls,Annad
2019-06-01,Alls,B: einkarekin sameignarfélög,2001,Íslenskur bakgrunnur,Annad
2019-06-01,Alls,B: einkarekin sameignarfélög,240,Innflytjendur,Annad
2019-06-01,Karlar,B: einkarekin sameignarfélög,1482,Alls,Annad
2019-06-01,Karlar,B: einkarekin sameignarfélög,1322,Íslenskur bakgrunnur,Annad
2019-06-01,Karlar,B: einkarekin sameignarfélög,160,Innflytjendur,Annad
2019-06-01,Konur,B: einkarekin sameignarfélög,759,Alls,Annad
2019-06-01,Konur,B: einkarekin sameignarfélög,679,Íslenskur bakgrunnur,Annad
2019-06-01,Konur,B: einkarekin sameignarfélög,80,Innflytjendur,Annad
2019-07-01,Alls,B: einkarekin sameignarfélög,2225,Alls,Annad
2019-07-01,Alls,B: einkarekin sameignarfélög,1989,Íslenskur bakgrunnur,Annad
2019-07-01,Alls,B: einkarekin sameignarfélög,236,Innflytjendur,Annad
2019-07-01,Karlar,B: einkarekin sameignarfélög,1481,Alls,Annad
2019-07-01,Karlar,B: einkarekin sameignarfélög,1323,Íslenskur bakgrunnur,Annad
2019-07-01,Karlar,B: einkarekin sameignarfélög,158,Innflytjendur,Annad
2019-07-01,Konur,B: einkarekin sameignarfélög,744,Alls,Annad
2019-07-01,Konur,B: einkarekin sameignarfélög,666,Íslenskur bakgrunnur,Annad
2019-07-01,Konur,B: einkarekin sameignarfélög,78,Innflytjendur,Annad
2019-08-01,Alls,B: einkarekin sameignarfélög,2240,Alls,Annad
2019-08-01,Alls,B: einkarekin sameignarfélög,1989,Íslenskur bakgrunnur,Annad
2019-08-01,Alls,B: einkarekin sameignarfélög,251,Innflytjendur,Annad
2019-08-01,Karlar,B: einkarekin sameignarfélög,1486,Alls,Annad
2019-08-01,Karlar,B: einkarekin sameignarfélög,1324,Íslenskur bakgrunnur,Annad
2019-08-01,Karlar,B: einkarekin sameignarfélög,162,Innflytjendur,Annad
2019-08-01,Konur,B: einkarekin sameignarfélög,754,Alls,Annad
2019-08-01,Konur,B: einkarekin sameignarfélög,665,Íslenskur bakgrunnur,Annad
2019-08-01,Konur,B: einkarekin sameignarfélög,89,Innflytjendur,Annad
2019-09-01,Alls,B: einkarekin sameignarfélög,2007,Alls,Annad
2019-09-01,Alls,B: einkarekin sameignarfélög,1770,Íslenskur bakgrunnur,Annad
2019-09-01,Alls,B: einkarekin sameignarfélög,237,Innflytjendur,Annad
2019-09-01,Karlar,B: einkarekin sameignarfélög,1369,Alls,Annad
2019-09-01,Karlar,B: einkarekin sameignarfélög,1214,Íslenskur bakgrunnur,Annad
2019-09-01,Karlar,B: einkarekin sameignarfélög,155,Innflytjendur,Annad
2019-09-01,Konur,B: einkarekin sameignarfélög,638,Alls,Annad
2019-09-01,Konur,B: einkarekin sameignarfélög,556,Íslenskur bakgrunnur,Annad
2019-09-01,Konur,B: einkarekin sameignarfélög,82,Innflytjendur,Annad
2019-10-01,Alls,B: einkarekin sameignarfélög,1904,Alls,Annad
2019-10-01,Alls,B: einkarekin sameignarfélög,1679,Íslenskur bakgrunnur,Annad
2019-10-01,Alls,B: einkarekin sameignarfélög,225,Innflytjendur,Annad
2019-10-01,Karlar,B: einkarekin sameignarfélög,1329,Alls,Annad
2019-10-01,Karlar,B: einkarekin sameignarfélög,1173,Íslenskur bakgrunnur,Annad
2019-10-01,Karlar,B: einkarekin sameignarfélög,156,Innflytjendur,Annad
2019-10-01,Konur,B: einkarekin sameignarfélög,575,Alls,Annad
2019-10-01,Konur,B: einkarekin sameignarfélög,506,Íslenskur bakgrunnur,Annad
2019-10-01,Konur,B: einkarekin sameignarfélög,69,Innflytjendur,Annad
2019-11-01,Alls,B: einkarekin sameignarfélög,1875,Alls,Annad
2019-11-01,Alls,B: einkarekin sameignarfélög,1651,Íslenskur bakgrunnur,Annad
2019-11-01,Alls,B: einkarekin sameignarfélög,224,Innflytjendur,Annad
2019-11-01,Karlar,B: einkarekin sameignarfélög,1308,Alls,Annad
2019-11-01,Karlar,B: einkarekin sameignarfélög,1153,Íslenskur bakgrunnur,Annad
2019-11-01,Karlar,B: einkarekin sameignarfélög,155,Innflytjendur,Annad
2019-11-01,Konur,B: einkarekin sameignarfélög,567,Alls,Annad
2019-11-01,Konur,B: einkarekin sameignarfélög,498,Íslenskur bakgrunnur,Annad
2019-11-01,Konur,B: einkarekin sameignarfélög,69,Innflytjendur,Annad
2019-12-01,Alls,B: einkarekin sameignarfélög,1913,Alls,Annad
2019-12-01,Alls,B: einkarekin sameignarfélög,1689,Íslenskur bakgrunnur,Annad
2019-12-01,Alls,B: einkarekin sameignarfélög,224,Innflytjendur,Annad
2019-12-01,Karlar,B: einkarekin sameignarfélög,1340,Alls,Annad
2019-12-01,Karlar,B: einkarekin sameignarfélög,1186,Íslenskur bakgrunnur,Annad
2019-12-01,Karlar,B: einkarekin sameignarfélög,154,Innflytjendur,Annad
2019-12-01,Konur,B: einkarekin sameignarfélög,573,Alls,Annad
2019-12-01,Konur,B: einkarekin sameignarfélög,503,Íslenskur bakgrunnur,Annad
2019-12-01,Konur,B: einkarekin sameignarfélög,70,Innflytjendur,Annad
2020-01-01,Alls,B: einkarekin sameignarfélög,1857,Alls,Annad
2020-01-01,Alls,B: einkarekin sameignarfélög,1637,Íslenskur bakgrunnur,Annad
2020-01-01,Alls,B: einkarekin sameignarfélög,220,Innflytjendur,Annad
2020-01-01,Karlar,B: einkarekin sameignarfélög,1290,Alls,Annad
2020-01-01,Karlar,B: einkarekin sameignarfélög,1138,Íslenskur bakgrunnur,Annad
2020-01-01,Karlar,B: einkarekin sameignarfélög,152,Innflytjendur,Annad
2020-01-01,Konur,B: einkarekin sameignarfélög,567,Alls,Annad
2020-01-01,Konur,B: einkarekin sameignarfélög,499,Íslenskur bakgrunnur,Annad
2020-01-01,Konur,B: einkarekin sameignarfélög,68,Innflytjendur,Annad
2020-02-01,Alls,B: einkarekin sameignarfélög,2002,Alls,Annad
2020-02-01,Alls,B: einkarekin sameignarfélög,1774,Íslenskur bakgrunnur,Annad
2020-02-01,Alls,B: einkarekin sameignarfélög,228,Innflytjendur,Annad
2020-02-01,Karlar,B: einkarekin sameignarfélög,1368,Alls,Annad
2020-02-01,Karlar,B: einkarekin sameignarfélög,1212,Íslenskur bakgrunnur,Annad
2020-02-01,Karlar,B: einkarekin sameignarfélög,156,Innflytjendur,Annad
2020-02-01,Konur,B: einkarekin sameignarfélög,634,Alls,Annad
2020-02-01,Konur,B: einkarekin sameignarfélög,562,Íslenskur bakgrunnur,Annad
2020-02-01,Konur,B: einkarekin sameignarfélög,72,Innflytjendur,Annad
2020-03-01,Alls,B: einkarekin sameignarfélög,1822,Alls,Annad
2020-03-01,Alls,B: einkarekin sameignarfélög,1604,Íslenskur bakgrunnur,Annad
2020-03-01,Alls,B: einkarekin sameignarfélög,218,Innflytjendur,Annad
2020-03-01,Karlar,B: einkarekin sameignarfélög,1272,Alls,Annad
2020-03-01,Karlar,B: einkarekin sameignarfélög,1124,Íslenskur bakgrunnur,Annad
2020-03-01,Karlar,B: einkarekin sameignarfélög,148,Innflytjendur,Annad
2020-03-01,Konur,B: einkarekin sameignarfélög,550,Alls,Annad
2020-03-01,Konur,B: einkarekin sameignarfélög,480,Íslenskur bakgrunnur,Annad
2020-03-01,Konur,B: einkarekin sameignarfélög,70,Innflytjendur,Annad
2020-04-01,Alls,B: einkarekin sameignarfélög,1828,Alls,Annad
2020-04-01,Alls,B: einkarekin sameignarfélög,1610,Íslenskur bakgrunnur,Annad
2020-04-01,Alls,B: einkarekin sameignarfélög,218,Innflytjendur,Annad
2020-04-01,Karlar,B: einkarekin sameignarfélög,1280,Alls,Annad
2020-04-01,Karlar,B: einkarekin sameignarfélög,1130,Íslenskur bakgrunnur,Annad
2020-04-01,Karlar,B: einkarekin sameignarfélög,150,Innflytjendur,Annad
2020-04-01,Konur,B: einkarekin sameignarfélög,548,Alls,Annad
2020-04-01,Konur,B: einkarekin sameignarfélög,480,Íslenskur bakgrunnur,Annad
2020-04-01,Konur,B: einkarekin sameignarfélög,68,Innflytjendur,Annad
2020-05-01,Alls,B: einkarekin sameignarfélög,1942,Alls,Annad
2020-05-01,Alls,B: einkarekin sameignarfélög,1712,Íslenskur bakgrunnur,Annad
2020-05-01,Alls,B: einkarekin sameignarfélög,230,Innflytjendur,Annad
2020-05-01,Karlar,B: einkarekin sameignarfélög,1328,Alls,Annad
2020-05-01,Karlar,B: einkarekin sameignarfélög,1175,Íslenskur bakgrunnur,Annad
2020-05-01,Karlar,B: einkarekin sameignarfélög,153,Innflytjendur,Annad
2020-05-01,Konur,B: einkarekin sameignarfélög,614,Alls,Annad
2020-05-01,Konur,B: einkarekin sameignarfélög,537,Íslenskur bakgrunnur,Annad
2020-05-01,Konur,B: einkarekin sameignarfélög,77,Innflytjendur,Annad
2020-06-01,Alls,B: einkarekin sameignarfélög,2194,Alls,Annad
2020-06-01,Alls,B: einkarekin sameignarfélög,1955,Íslenskur bakgrunnur,Annad
2020-06-01,Alls,B: einkarekin sameignarfélög,239,Innflytjendur,Annad
2020-06-01,Karlar,B: einkarekin sameignarfélög,1460,Alls,Annad
2020-06-01,Karlar,B: einkarekin sameignarfélög,1299,Íslenskur bakgrunnur,Annad
2020-06-01,Karlar,B: einkarekin sameignarfélög,161,Innflytjendur,Annad
2020-06-01,Konur,B: einkarekin sameignarfélög,734,Alls,Annad
2020-06-01,Konur,B: einkarekin sameignarfélög,656,Íslenskur bakgrunnur,Annad
2020-06-01,Konur,B: einkarekin sameignarfélög,78,Innflytjendur,Annad
2020-07-01,Alls,B: einkarekin sameignarfélög,2190,Alls,Annad
2020-07-01,Alls,B: einkarekin sameignarfélög,1951,Íslenskur bakgrunnur,Annad
2020-07-01,Alls,B: einkarekin sameignarfélög,239,Innflytjendur,Annad
2020-07-01,Karlar,B: einkarekin sameignarfélög,1457,Alls,Annad
2020-07-01,Karlar,B: einkarekin sameignarfélög,1295,Íslenskur bakgrunnur,Annad
2020-07-01,Karlar,B: einkarekin sameignarfélög,162,Innflytjendur,Annad
2020-07-01,Konur,B: einkarekin sameignarfélög,733,Alls,Annad
2020-07-01,Konur,B: einkarekin sameignarfélög,656,Íslenskur bakgrunnur,Annad
2020-07-01,Konur,B: einkarekin sameignarfélög,77,Innflytjendur,Annad
2020-08-01,Alls,B: einkarekin sameignarfélög,2180,Alls,Annad
2020-08-01,Alls,B: einkarekin sameignarfélög,1938,Íslenskur bakgrunnur,Annad
2020-08-01,Alls,B: einkarekin sameignarfélög,242,Innflytjendur,Annad
2020-08-01,Karlar,B: einkarekin sameignarfélög,1450,Alls,Annad
2020-08-01,Karlar,B: einkarekin sameignarfélög,1288,Íslenskur bakgrunnur,Annad
2020-08-01,Karlar,B: einkarekin sameignarfélög,162,Innflytjendur,Annad
2020-08-01,Konur,B: einkarekin sameignarfélög,730,Alls,Annad
2020-08-01,Konur,B: einkarekin sameignarfélög,650,Íslenskur bakgrunnur,Annad
2020-08-01,Konur,B: einkarekin sameignarfélög,80,Innflytjendur,Annad
2020-09-01,Alls,B: einkarekin sameignarfélög,1986,Alls,Annad
2020-09-01,Alls,B: einkarekin sameignarfélög,1749,Íslenskur bakgrunnur,Annad
2020-09-01,Alls,B: einkarekin sameignarfélög,237,Innflytjendur,Annad
2020-09-01,Karlar,B: einkarekin sameignarfélög,1326,Alls,Annad
2020-09-01,Karlar,B: einkarekin sameignarfélög,1170,Íslenskur bakgrunnur,Annad
2020-09-01,Karlar,B: einkarekin sameignarfélög,156,Innflytjendur,Annad
2020-09-01,Konur,B: einkarekin sameignarfélög,660,Alls,Annad
2020-09-01,Konur,B: einkarekin sameignarfélög,579,Íslenskur bakgrunnur,Annad
2020-09-01,Konur,B: einkarekin sameignarfélög,81,Innflytjendur,Annad
2020-10-01,Alls,B: einkarekin sameignarfélög,1869,Alls,Annad
2020-10-01,Alls,B: einkarekin sameignarfélög,1638,Íslenskur bakgrunnur,Annad
2020-10-01,Alls,B: einkarekin sameignarfélög,231,Innflytjendur,Annad
2020-10-01,Karlar,B: einkarekin sameignarfélög,1280,Alls,Annad
2020-10-01,Karlar,B: einkarekin sameignarfélög,1124,Íslenskur bakgrunnur,Annad
2020-10-01,Karlar,B: einkarekin sameignarfélög,156,Innflytjendur,Annad
2020-10-01,Konur,B: einkarekin sameignarfélög,589,Alls,Annad
2020-10-01,Konur,B: einkarekin sameignarfélög,514,Íslenskur bakgrunnur,Annad
2020-10-01,Konur,B: einkarekin sameignarfélög,75,Innflytjendur,Annad
2020-11-01,Alls,B: einkarekin sameignarfélög,1847,Alls,Annad
2020-11-01,Alls,B: einkarekin sameignarfélög,1624,Íslenskur bakgrunnur,Annad
2020-11-01,Alls,B: einkarekin sameignarfélög,223,Innflytjendur,Annad
2020-11-01,Karlar,B: einkarekin sameignarfélög,1266,Alls,Annad
2020-11-01,Karlar,B: einkarekin sameignarfélög,1115,Íslenskur bakgrunnur,Annad
2020-11-01,Karlar,B: einkarekin sameignarfélög,151,Innflytjendur,Annad
2020-11-01,Konur,B: einkarekin sameignarfélög,581,Alls,Annad
2020-11-01,Konur,B: einkarekin sameignarfélög,509,Íslenskur bakgrunnur,Annad
2020-11-01,Konur,B: einkarekin sameignarfélög,72,Innflytjendur,Annad
2020-12-01,Alls,B: einkarekin sameignarfélög,1894,Alls,Annad
2020-12-01,Alls,B: einkarekin sameignarfélög,1669,Íslenskur bakgrunnur,Annad
2020-12-01,Alls,B: einkarekin sameignarfélög,225,Innflytjendur,Annad
2020-12-01,Karlar,B: einkarekin sameignarfélög,1300,Alls,Annad
2020-12-01,Karlar,B: einkarekin sameignarfélög,1147,Íslenskur bakgrunnur,Annad
2020-12-01,Karlar,B: einkarekin sameignarfélög,153,Innflytjendur,Annad
2020-12-01,Konur,B: einkarekin sameignarfélög,594,Alls,Annad
2020-12-01,Konur,B: einkarekin sameignarfélög,522,Íslenskur bakgrunnur,Annad
2020-12-01,Konur,B: einkarekin sameignarfélög,72,Innflytjendur,Annad
2021-01-01,Alls,B: einkarekin sameignarfélög,1878,Alls,Annad
2021-01-01,Alls,B: einkarekin sameignarfélög,1647,Íslenskur bakgrunnur,Annad
2021-01-01,Alls,B: einkarekin sameignarfélög,231,Innflytjendur,Annad
2021-01-01,Karlar,B: einkarekin sameignarfélög,1283,Alls,Annad
2021-01-01,Karlar,B: einkarekin sameignarfélög,1126,Íslenskur bakgrunnur,Annad
2021-01-01,Karlar,B: einkarekin sameignarfélög,157,Innflytjendur,Annad
2021-01-01,Konur,B: einkarekin sameignarfélög,595,Alls,Annad
2021-01-01,Konur,B: einkarekin sameignarfélög,521,Íslenskur bakgrunnur,Annad
2021-01-01,Konur,B: einkarekin sameignarfélög,74,Innflytjendur,Annad
2021-02-01,Alls,B: einkarekin sameignarfélög,1883,Alls,Annad
2021-02-01,Alls,B: einkarekin sameignarfélög,1652,Íslenskur bakgrunnur,Annad
2021-02-01,Alls,B: einkarekin sameignarfélög,231,Innflytjendur,Annad
2021-02-01,Karlar,B: einkarekin sameignarfélög,1288,Alls,Annad
2021-02-01,Karlar,B: einkarekin sameignarfélög,1130,Íslenskur bakgrunnur,Annad
2021-02-01,Karlar,B: einkarekin sameignarfélög,158,Innflytjendur,Annad
2021-02-01,Konur,B: einkarekin sameignarfélög,595,Alls,Annad
2021-02-01,Konur,B: einkarekin sameignarfélög,522,Íslenskur bakgrunnur,Annad
2021-02-01,Konur,B: einkarekin sameignarfélög,73,Innflytjendur,Annad
2021-03-01,Alls,B: einkarekin sameignarfélög,1907,Alls,Annad
2021-03-01,Alls,B: einkarekin sameignarfélög,1667,Íslenskur bakgrunnur,Annad
2021-03-01,Alls,B: einkarekin sameignarfélög,240,Innflytjendur,Annad
2021-03-01,Karlar,B: einkarekin sameignarfélög,1303,Alls,Annad
2021-03-01,Karlar,B: einkarekin sameignarfélög,1142,Íslenskur bakgrunnur,Annad
2021-03-01,Karlar,B: einkarekin sameignarfélög,161,Innflytjendur,Annad
2021-03-01,Konur,B: einkarekin sameignarfélög,604,Alls,Annad
2021-03-01,Konur,B: einkarekin sameignarfélög,525,Íslenskur bakgrunnur,Annad
2021-03-01,Konur,B: einkarekin sameignarfélög,79,Innflytjendur,Annad
2021-04-01,Alls,B: einkarekin sameignarfélög,1900,Alls,Annad
2021-04-01,Alls,B: einkarekin sameignarfélög,1670,Íslenskur bakgrunnur,Annad
2021-04-01,Alls,B: einkarekin sameignarfélög,230,Innflytjendur,Annad
2021-04-01,Karlar,B: einkarekin sameignarfélög,1302,Alls,Annad
2021-04-01,Karlar,B: einkarekin sameignarfélög,1144,Íslenskur bakgrunnur,Annad
2021-04-01,Karlar,B: einkarekin sameignarfélög,158,Innflytjendur,Annad
2021-04-01,Konur,B: einkarekin sameignarfélög,598,Alls,Annad
2021-04-01,Konur,B: einkarekin sameignarfélög,526,Íslenskur bakgrunnur,Annad
2021-04-01,Konur,B: einkarekin sameignarfélög,72,Innflytjendur,Annad
2021-05-01,Alls,B: einkarekin sameignarfélög,1991,Alls,Annad
2021-05-01,Alls,B: einkarekin sameignarfélög,1751,Íslenskur bakgrunnur,Annad
2021-05-01,Alls,B: einkarekin sameignarfélög,240,Innflytjendur,Annad
2021-05-01,Karlar,B: einkarekin sameignarfélög,1362,Alls,Annad
2021-05-01,Karlar,B: einkarekin sameignarfélög,1196,Íslenskur bakgrunnur,Annad
2021-05-01,Karlar,B: einkarekin sameignarfélög,166,Innflytjendur,Annad
2021-05-01,Konur,B: einkarekin sameignarfélög,629,Alls,Annad
2021-05-01,Konur,B: einkarekin sameignarfélög,555,Íslenskur bakgrunnur,Annad
2021-05-01,Konur,B: einkarekin sameignarfélög,74,Innflytjendur,Annad
2021-06-01,Alls,B: einkarekin sameignarfélög,2235,Alls,Annad
2021-06-01,Alls,B: einkarekin sameignarfélög,1995,Íslenskur bakgrunnur,Annad
2021-06-01,Alls,B: einkarekin sameignarfélög,240,Innflytjendur,Annad
2021-06-01,Karlar,B: einkarekin sameignarfélög,1489,Alls,Annad
2021-06-01,Karlar,B: einkarekin sameignarfélög,1325,Íslenskur bakgrunnur,Annad
2021-06-01,Karlar,B: einkarekin sameignarfélög,164,Innflytjendur,Annad
2021-06-01,Konur,B: einkarekin sameignarfélög,745,Alls,Annad
2021-06-01,Konur,B: einkarekin sameignarfélög,669,Íslenskur bakgrunnur,Annad
2021-06-01,Konur,B: einkarekin sameignarfélög,76,Innflytjendur,Annad
2021-07-01,Alls,B: einkarekin sameignarfélög,2237,Alls,Annad
2021-07-01,Alls,B: einkarekin sameignarfélög,1996,Íslenskur bakgrunnur,Annad
2021-07-01,Alls,B: einkarekin sameignarfélög,241,Innflytjendur,Annad
2021-07-01,Karlar,B: einkarekin sameignarfélög,1483,Alls,Annad
2021-07-01,Karlar,B: einkarekin sameignarfélög,1319,Íslenskur bakgrunnur,Annad
2021-07-01,Karlar,B: einkarekin sameignarfélög,164,Innflytjendur,Annad
2021-07-01,Konur,B: einkarekin sameignarfélög,753,Alls,Annad
2021-07-01,Konur,B: einkarekin sameignarfélög,676,Íslenskur bakgrunnur,Annad
2021-07-01,Konur,B: einkarekin sameignarfélög,77,Innflytjendur,Annad
2021-08-01,Alls,B: einkarekin sameignarfélög,2223,Alls,Annad
2021-08-01,Alls,B: einkarekin sameignarfélög,1991,Íslenskur bakgrunnur,Annad
2021-08-01,Alls,B: einkarekin sameignarfélög,232,Innflytjendur,Annad
2021-08-01,Karlar,B: einkarekin sameignarfélög,1478,Alls,Annad
2021-08-01,Karlar,B: einkarekin sameignarfélög,1322,Íslenskur bakgrunnur,Annad
2021-08-01,Karlar,B: einkarekin sameignarfélög,156,Innflytjendur,Annad
2021-08-01,Konur,B: einkarekin sameignarfélög,744,Alls,Annad
2021-08-01,Konur,B: einkarekin sameignarfélög,668,Íslenskur bakgrunnur,Annad
2021-08-01,Konur,B: einkarekin sameignarfélög,76,Innflytjendur,Annad
2021-09-01,Alls,B: einkarekin sameignarfélög,2011,Alls,Annad
2021-09-01,Alls,B: einkarekin sameignarfélög,1783,Íslenskur bakgrunnur,Annad
2021-09-01,Alls,B: einkarekin sameignarfélög,228,Innflytjendur,Annad
2021-09-01,Karlar,B: einkarekin sameignarfélög,1374,Alls,Annad
